County,City,Region_id,Collect_date,Home_value
 Shasta,Palo Cedro,9940,2020-10-31,448609.0
 Shasta,Palo Cedro,9940,2020-09-30,442865.0
 Shasta,Palo Cedro,9940,2020-08-31,438995.0
 Shasta,Palo Cedro,9940,2020-07-31,438315.0
 Shasta,Palo Cedro,9940,2020-06-30,436206.0
 Shasta,Palo Cedro,9940,2020-05-31,433066.0
 Shasta,Palo Cedro,9940,2020-04-30,430040.0
 Shasta,Palo Cedro,9940,2020-03-31,426667.0
 Shasta,Palo Cedro,9940,2020-02-29,423628.0
 Shasta,Palo Cedro,9940,2020-01-31,421949.0
 Shasta,Palo Cedro,9940,2019-12-31,420339.0
 Shasta,Palo Cedro,9940,2019-11-30,418795.0
 San Diego,Jacumba,9931,2020-10-31,205404.0
 San Diego,Jacumba,9931,2020-09-30,202891.0
 San Diego,Jacumba,9931,2020-08-31,200386.0
 San Diego,Jacumba,9931,2020-07-31,198238.0
 San Diego,Jacumba,9931,2020-06-30,214057.0
 San Diego,Jacumba,9931,2020-05-31,195494.0
 San Diego,Jacumba,9931,2020-04-30,189184.0
 San Diego,Jacumba,9931,2020-03-31,184549.0
 San Diego,Jacumba,9931,2020-02-29,180060.0
 San Diego,Jacumba,9931,2020-01-31,176246.0
 San Diego,Jacumba,9931,2019-12-31,172732.0
 San Diego,Jacumba,9931,2019-11-30,170160.0
 Tulare,Ducor,9889,2020-10-31,190054.0
 Tulare,Ducor,9889,2020-09-30,186466.0
 Tulare,Ducor,9889,2020-08-31,181567.0
 Tulare,Ducor,9889,2020-07-31,175714.0
 Tulare,Ducor,9889,2020-06-30,172615.0
 Tulare,Ducor,9889,2020-05-31,172090.0
 Tulare,Ducor,9889,2020-04-30,160002.0
 Tulare,Ducor,9889,2020-03-31,157873.0
 Tulare,Ducor,9889,2020-02-29,155880.0
 Tulare,Ducor,9889,2020-01-31,155218.0
 Tulare,Ducor,9889,2019-12-31,155846.0
 Tulare,Ducor,9889,2019-11-30,157164.0
 Glenn,Elk Creek,9878,2020-10-31,204430.0
 Glenn,Elk Creek,9878,2020-09-30,204313.0
 Glenn,Elk Creek,9878,2020-08-31,204022.0
 Glenn,Elk Creek,9878,2020-07-31,200422.0
 Glenn,Elk Creek,9878,2020-06-30,205888.0
 Glenn,Elk Creek,9878,2020-05-31,202037.0
 Glenn,Elk Creek,9878,2020-04-30,205872.0
 Glenn,Elk Creek,9878,2020-03-31,206698.0
 Glenn,Elk Creek,9878,2020-02-29,206372.0
 Glenn,Elk Creek,9878,2020-01-31,205428.0
 Glenn,Elk Creek,9878,2019-12-31,204603.0
 Glenn,Elk Creek,9878,2019-11-30,204198.0
 Los Angeles,Agoura Hills,9840,2020-10-31,1005827.0
 Los Angeles,Agoura Hills,9840,2020-09-30,994534.0
 Los Angeles,Agoura Hills,9840,2020-08-31,981540.0
 Los Angeles,Agoura Hills,9840,2020-07-31,966438.0
 Los Angeles,Agoura Hills,9840,2020-06-30,990821.0
 Los Angeles,Agoura Hills,9840,2020-05-31,972593.0
 Los Angeles,Agoura Hills,9840,2020-04-30,998201.0
 Los Angeles,Agoura Hills,9840,2020-03-31,993055.0
 Los Angeles,Agoura Hills,9840,2020-02-29,988257.0
 Los Angeles,Agoura Hills,9840,2020-01-31,982791.0
 Los Angeles,Agoura Hills,9840,2019-12-31,979699.0
 Los Angeles,Agoura Hills,9840,2019-11-30,976274.0
 Riverside,White Water,9805,2020-10-31,248641.0
 Riverside,White Water,9805,2020-09-30,244804.0
 Riverside,White Water,9805,2020-08-31,241117.0
 Riverside,White Water,9805,2020-07-31,228635.0
 Riverside,White Water,9805,2020-06-30,233778.0
 Riverside,White Water,9805,2020-05-31,227534.0
 Riverside,White Water,9805,2020-04-30,229943.0
 Riverside,White Water,9805,2020-03-31,228969.0
 Riverside,White Water,9805,2020-02-29,228300.0
 Riverside,White Water,9805,2020-01-31,227127.0
 Riverside,White Water,9805,2019-12-31,226112.0
 Riverside,White Water,9805,2019-11-30,223799.0
 Tehama,Los Molinos,9735,2020-10-31,228947.0
 Tehama,Los Molinos,9735,2020-09-30,227374.0
 Tehama,Los Molinos,9735,2020-08-31,223954.0
 Tehama,Los Molinos,9735,2020-07-31,218424.0
 Tehama,Los Molinos,9735,2020-06-30,216652.0
 Tehama,Los Molinos,9735,2020-05-31,219278.0
 Tehama,Los Molinos,9735,2020-04-30,228386.0
 Tehama,Los Molinos,9735,2020-03-31,228572.0
 Tehama,Los Molinos,9735,2020-02-29,227696.0
 Tehama,Los Molinos,9735,2020-01-31,226909.0
 Tehama,Los Molinos,9735,2019-12-31,225502.0
 Tehama,Los Molinos,9735,2019-11-30,224752.0
 Shasta,Cassel,9731,2020-10-31,236476.0
 Shasta,Cassel,9731,2020-09-30,236575.0
 Shasta,Cassel,9731,2020-08-31,235575.0
 Shasta,Cassel,9731,2020-07-31,215948.0
 Shasta,Cassel,9731,2020-06-30,213768.0
 Shasta,Cassel,9731,2020-05-31,212887.0
 Shasta,Cassel,9731,2020-04-30,215152.0
 Shasta,Cassel,9731,2020-03-31,214235.0
 Shasta,Cassel,9731,2020-02-29,213312.0
 Shasta,Cassel,9731,2020-01-31,212219.0
 Shasta,Cassel,9731,2019-12-31,211329.0
 Shasta,Cassel,9731,2019-11-30,210741.0
 Kern,Onyx,9661,2020-10-31,169333.0
 Kern,Onyx,9661,2020-09-30,169271.0
 Kern,Onyx,9661,2020-08-31,167167.0
 Kern,Onyx,9661,2020-07-31,166262.0
 Kern,Onyx,9661,2020-06-30,151994.0
 Kern,Onyx,9661,2020-05-31,152347.0
 Kern,Onyx,9661,2020-04-30,155906.0
 Kern,Onyx,9661,2020-03-31,153060.0
 Kern,Onyx,9661,2020-02-29,150670.0
 Kern,Onyx,9661,2020-01-31,149442.0
 Kern,Onyx,9661,2019-12-31,148212.0
 Kern,Onyx,9661,2019-11-30,146964.0
 Shasta,Montgomery Creek,9629,2020-10-31,219775.0
 Shasta,Montgomery Creek,9629,2020-09-30,218111.0
 Shasta,Montgomery Creek,9629,2020-08-31,218776.0
 Shasta,Montgomery Creek,9629,2020-07-31,220904.0
 Shasta,Montgomery Creek,9629,2020-06-30,221972.0
 Shasta,Montgomery Creek,9629,2020-05-31,213070.0
 Shasta,Montgomery Creek,9629,2020-04-30,203480.0
 Shasta,Montgomery Creek,9629,2020-03-31,202725.0
 Shasta,Montgomery Creek,9629,2020-02-29,201624.0
 Shasta,Montgomery Creek,9629,2020-01-31,199905.0
 Shasta,Montgomery Creek,9629,2019-12-31,197373.0
 Shasta,Montgomery Creek,9629,2019-11-30,195715.0
 Fresno,Mendota,9553,2020-10-31,221214.0
 Fresno,Mendota,9553,2020-09-30,221494.0
 Fresno,Mendota,9553,2020-08-31,220178.0
 Fresno,Mendota,9553,2020-07-31,216493.0
 Fresno,Mendota,9553,2020-06-30,211825.0
 Fresno,Mendota,9553,2020-05-31,212130.0
 Fresno,Mendota,9553,2020-04-30,210617.0
 Fresno,Mendota,9553,2020-03-31,208030.0
 Fresno,Mendota,9553,2020-02-29,205979.0
 Fresno,Mendota,9553,2020-01-31,204845.0
 Fresno,Mendota,9553,2019-12-31,203420.0
 Fresno,Mendota,9553,2019-11-30,202121.0
 Riverside,Thousand Palms,9403,2020-10-31,275023.0
 Riverside,Thousand Palms,9403,2020-09-30,273394.0
 Riverside,Thousand Palms,9403,2020-08-31,271864.0
 Riverside,Thousand Palms,9403,2020-07-31,272054.0
 Riverside,Thousand Palms,9403,2020-06-30,274866.0
 Riverside,Thousand Palms,9403,2020-05-31,274806.0
 Riverside,Thousand Palms,9403,2020-04-30,271656.0
 Riverside,Thousand Palms,9403,2020-03-31,269406.0
 Riverside,Thousand Palms,9403,2020-02-29,267382.0
 Riverside,Thousand Palms,9403,2020-01-31,265170.0
 Riverside,Thousand Palms,9403,2019-12-31,263999.0
 Riverside,Thousand Palms,9403,2019-11-30,262329.0
 Tehama,Tehama,9376,2020-10-31,176856.0
 Tehama,Tehama,9376,2020-09-30,175294.0
 Tehama,Tehama,9376,2020-08-31,172231.0
 Tehama,Tehama,9376,2020-07-31,162649.0
 Tehama,Tehama,9376,2020-06-30,163361.0
 Tehama,Tehama,9376,2020-05-31,167521.0
 Tehama,Tehama,9376,2020-04-30,175964.0
 Tehama,Tehama,9376,2020-03-31,177511.0
 Tehama,Tehama,9376,2020-02-29,177847.0
 Tehama,Tehama,9376,2020-01-31,176899.0
 Tehama,Tehama,9376,2019-12-31,175644.0
 Tehama,Tehama,9376,2019-11-30,174621.0
 Merced,Winton,9355,2020-10-31,254780.0
 Merced,Winton,9355,2020-09-30,250558.0
 Merced,Winton,9355,2020-08-31,246932.0
 Merced,Winton,9355,2020-07-31,244079.0
 Merced,Winton,9355,2020-06-30,234957.0
 Merced,Winton,9355,2020-05-31,233215.0
 Merced,Winton,9355,2020-04-30,233718.0
 Merced,Winton,9355,2020-03-31,233067.0
 Merced,Winton,9355,2020-02-29,231183.0
 Merced,Winton,9355,2020-01-31,228707.0
 Merced,Winton,9355,2019-12-31,227643.0
 Merced,Winton,9355,2019-11-30,226856.0
 Plumas,Taylorsville,9346,2020-10-31,229193.0
 Plumas,Taylorsville,9346,2020-09-30,228563.0
 Plumas,Taylorsville,9346,2020-08-31,227544.0
 Plumas,Taylorsville,9346,2020-07-31,213542.0
 Plumas,Taylorsville,9346,2020-06-30,220500.0
 Plumas,Taylorsville,9346,2020-05-31,218856.0
 Plumas,Taylorsville,9346,2020-04-30,227253.0
 Plumas,Taylorsville,9346,2020-03-31,228566.0
 Plumas,Taylorsville,9346,2020-02-29,229523.0
 Plumas,Taylorsville,9346,2020-01-31,229768.0
 Plumas,Taylorsville,9346,2019-12-31,229856.0
 Plumas,Taylorsville,9346,2019-11-30,229854.0
 Kings,Stratford,9261,2020-10-31,176090.0
 Kings,Stratford,9261,2020-09-30,171780.0
 Kings,Stratford,9261,2020-08-31,166127.0
 Kings,Stratford,9261,2020-07-31,158634.0
 Kings,Stratford,9261,2020-06-30,162600.0
 Kings,Stratford,9261,2020-05-31,162209.0
 Kings,Stratford,9261,2020-04-30,165772.0
 Kings,Stratford,9261,2020-03-31,164245.0
 Kings,Stratford,9261,2020-02-29,161896.0
 Kings,Stratford,9261,2020-01-31,159680.0
 Kings,Stratford,9261,2019-12-31,158139.0
 Kings,Stratford,9261,2019-11-30,156353.0
 Contra Costa,San Pablo,9255,2020-10-31,517098.0
 Contra Costa,San Pablo,9255,2020-09-30,510952.0
 Contra Costa,San Pablo,9255,2020-08-31,502470.0
 Contra Costa,San Pablo,9255,2020-07-31,491783.0
 Contra Costa,San Pablo,9255,2020-06-30,498357.0
 Contra Costa,San Pablo,9255,2020-05-31,495102.0
 Contra Costa,San Pablo,9255,2020-04-30,507464.0
 Contra Costa,San Pablo,9255,2020-03-31,506387.0
 Contra Costa,San Pablo,9255,2020-02-29,506781.0
 Contra Costa,San Pablo,9255,2020-01-31,509845.0
 Contra Costa,San Pablo,9255,2019-12-31,511765.0
 Contra Costa,San Pablo,9255,2019-11-30,510634.0
 Stanislaus,Salida,9208,2020-10-31,379131.0
 Stanislaus,Salida,9208,2020-09-30,377048.0
 Stanislaus,Salida,9208,2020-08-31,374625.0
 Stanislaus,Salida,9208,2020-07-31,372689.0
 Stanislaus,Salida,9208,2020-06-30,365873.0
 Stanislaus,Salida,9208,2020-05-31,361979.0
 Stanislaus,Salida,9208,2020-04-30,361944.0
 Stanislaus,Salida,9208,2020-03-31,361252.0
 Stanislaus,Salida,9208,2020-02-29,359589.0
 Stanislaus,Salida,9208,2020-01-31,357740.0
 Stanislaus,Salida,9208,2019-12-31,357041.0
 Stanislaus,Salida,9208,2019-11-30,355222.0
 Modoc,Lookout,9156,2020-10-31,153182.0
 Modoc,Lookout,9156,2020-09-30,152654.0
 Modoc,Lookout,9156,2020-08-31,151659.0
 Modoc,Lookout,9156,2020-07-31,153742.0
 Modoc,Lookout,9156,2020-06-30,157233.0
 Modoc,Lookout,9156,2020-05-31,150702.0
 Modoc,Lookout,9156,2020-04-30,149759.0
 Modoc,Lookout,9156,2020-03-31,150677.0
 Modoc,Lookout,9156,2020-02-29,151471.0
 Modoc,Lookout,9156,2020-01-31,151768.0
 Modoc,Lookout,9156,2019-12-31,152145.0
 Modoc,Lookout,9156,2019-11-30,152450.0
 Tuolumne,Long Barn,9151,2020-10-31,253057.0
 Tuolumne,Long Barn,9151,2020-09-30,250878.0
 Tuolumne,Long Barn,9151,2020-08-31,248279.0
 Tuolumne,Long Barn,9151,2020-07-31,245297.0
 Tuolumne,Long Barn,9151,2020-06-30,245871.0
 Tuolumne,Long Barn,9151,2020-05-31,252271.0
 Tuolumne,Long Barn,9151,2020-04-30,259595.0
 Tuolumne,Long Barn,9151,2020-03-31,261982.0
 Tuolumne,Long Barn,9151,2020-02-29,264785.0
 Tuolumne,Long Barn,9151,2020-01-31,266935.0
 Tuolumne,Long Barn,9151,2019-12-31,268494.0
 Tuolumne,Long Barn,9151,2019-11-30,269197.0
 San Bernardino,Mentone,9058,2020-10-31,381927.0
 San Bernardino,Mentone,9058,2020-09-30,378360.0
 San Bernardino,Mentone,9058,2020-08-31,374554.0
 San Bernardino,Mentone,9058,2020-07-31,361803.0
 San Bernardino,Mentone,9058,2020-06-30,362527.0
 San Bernardino,Mentone,9058,2020-05-31,358907.0
 San Bernardino,Mentone,9058,2020-04-30,363875.0
 San Bernardino,Mentone,9058,2020-03-31,361776.0
 San Bernardino,Mentone,9058,2020-02-29,359995.0
 San Bernardino,Mentone,9058,2020-01-31,357874.0
 San Bernardino,Mentone,9058,2019-12-31,356360.0
 San Bernardino,Mentone,9058,2019-11-30,354453.0
 San Luis Obispo,Nipomo,9020,2020-10-31,679557.0
 San Luis Obispo,Nipomo,9020,2020-09-30,672862.0
 San Luis Obispo,Nipomo,9020,2020-08-31,666297.0
 San Luis Obispo,Nipomo,9020,2020-07-31,665595.0
 San Luis Obispo,Nipomo,9020,2020-06-30,647597.0
 San Luis Obispo,Nipomo,9020,2020-05-31,646117.0
 San Luis Obispo,Nipomo,9020,2020-04-30,651996.0
 San Luis Obispo,Nipomo,9020,2020-03-31,649934.0
 San Luis Obispo,Nipomo,9020,2020-02-29,647803.0
 San Luis Obispo,Nipomo,9020,2020-01-31,644058.0
 San Luis Obispo,Nipomo,9020,2019-12-31,641858.0
 San Luis Obispo,Nipomo,9020,2019-11-30,640390.0
 Siskiyou,McCloud,9014,2020-10-31,217281.0
 Siskiyou,McCloud,9014,2020-09-30,215876.0
 Siskiyou,McCloud,9014,2020-08-31,213771.0
 Siskiyou,McCloud,9014,2020-07-31,209572.0
 Siskiyou,McCloud,9014,2020-06-30,215446.0
 Siskiyou,McCloud,9014,2020-05-31,216936.0
 Siskiyou,McCloud,9014,2020-04-30,223098.0
 Siskiyou,McCloud,9014,2020-03-31,223584.0
 Siskiyou,McCloud,9014,2020-02-29,224075.0
 Siskiyou,McCloud,9014,2020-01-31,224615.0
 Siskiyou,McCloud,9014,2019-12-31,224773.0
 Siskiyou,McCloud,9014,2019-11-30,224779.0
 Placer,Newcastle,8996,2020-10-31,728353.0
 Placer,Newcastle,8996,2020-09-30,714090.0
 Placer,Newcastle,8996,2020-08-31,697405.0
 Placer,Newcastle,8996,2020-07-31,678096.0
 Placer,Newcastle,8996,2020-06-30,677050.0
 Placer,Newcastle,8996,2020-05-31,665806.0
 Placer,Newcastle,8996,2020-04-30,696720.0
 Placer,Newcastle,8996,2020-03-31,694176.0
 Placer,Newcastle,8996,2020-02-29,689849.0
 Placer,Newcastle,8996,2020-01-31,688277.0
 Placer,Newcastle,8996,2019-12-31,687319.0
 Placer,Newcastle,8996,2019-11-30,687204.0
 Fresno,Parlier,8935,2020-10-31,225759.0
 Fresno,Parlier,8935,2020-09-30,222246.0
 Fresno,Parlier,8935,2020-08-31,218439.0
 Fresno,Parlier,8935,2020-07-31,211037.0
 Fresno,Parlier,8935,2020-06-30,213593.0
 Fresno,Parlier,8935,2020-05-31,213467.0
 Fresno,Parlier,8935,2020-04-30,210938.0
 Fresno,Parlier,8935,2020-03-31,209637.0
 Fresno,Parlier,8935,2020-02-29,208421.0
 Fresno,Parlier,8935,2020-01-31,207253.0
 Fresno,Parlier,8935,2019-12-31,206340.0
 Fresno,Parlier,8935,2019-11-30,205164.0
 Humboldt,Orick,8805,2020-10-31,336886.0
 Humboldt,Orick,8805,2020-09-30,337869.0
 Humboldt,Orick,8805,2020-08-31,335371.0
 Humboldt,Orick,8805,2020-07-31,333003.0
 Humboldt,Orick,8805,2020-06-30,328630.0
 Humboldt,Orick,8805,2020-05-31,316293.0
 Humboldt,Orick,8805,2020-04-30,302417.0
 Humboldt,Orick,8805,2020-03-31,301425.0
 Humboldt,Orick,8805,2020-02-29,300044.0
 Humboldt,Orick,8805,2020-01-31,298925.0
 Humboldt,Orick,8805,2019-12-31,295443.0
 Humboldt,Orick,8805,2019-11-30,292643.0
 Marin,Inverness,8646,2020-10-31,1236834.0
 Marin,Inverness,8646,2020-09-30,1227450.0
 Marin,Inverness,8646,2020-08-31,1208549.0
 Marin,Inverness,8646,2020-07-31,1216440.0
 Marin,Inverness,8646,2020-06-30,1235700.0
 Marin,Inverness,8646,2020-05-31,1247767.0
 Marin,Inverness,8646,2020-04-30,1335973.0
 Marin,Inverness,8646,2020-03-31,1317981.0
 Marin,Inverness,8646,2020-02-29,1295111.0
 Marin,Inverness,8646,2020-01-31,1273488.0
 Marin,Inverness,8646,2019-12-31,1256356.0
 Marin,Inverness,8646,2019-11-30,1251304.0
 San Bernardino,Green Valley Lake,8621,2020-10-31,234086.0
 San Bernardino,Green Valley Lake,8621,2020-09-30,229855.0
 San Bernardino,Green Valley Lake,8621,2020-08-31,227106.0
 San Bernardino,Green Valley Lake,8621,2020-07-31,217114.0
 San Bernardino,Green Valley Lake,8621,2020-06-30,205798.0
 San Bernardino,Green Valley Lake,8621,2020-05-31,202514.0
 San Bernardino,Green Valley Lake,8621,2020-04-30,209002.0
 San Bernardino,Green Valley Lake,8621,2020-03-31,208364.0
 San Bernardino,Green Valley Lake,8621,2020-02-29,207375.0
 San Bernardino,Green Valley Lake,8621,2020-01-31,206353.0
 San Bernardino,Green Valley Lake,8621,2019-12-31,205742.0
 San Bernardino,Green Valley Lake,8621,2019-11-30,205237.0
 Stanislaus,Hughson,8572,2020-10-31,425157.0
 Stanislaus,Hughson,8572,2020-09-30,421958.0
 Stanislaus,Hughson,8572,2020-08-31,416995.0
 Stanislaus,Hughson,8572,2020-07-31,410819.0
 Stanislaus,Hughson,8572,2020-06-30,392414.0
 Stanislaus,Hughson,8572,2020-05-31,385508.0
 Stanislaus,Hughson,8572,2020-04-30,392341.0
 Stanislaus,Hughson,8572,2020-03-31,391318.0
 Stanislaus,Hughson,8572,2020-02-29,389277.0
 Stanislaus,Hughson,8572,2020-01-31,387046.0
 Stanislaus,Hughson,8572,2019-12-31,386425.0
 Stanislaus,Hughson,8572,2019-11-30,385013.0
 Alpine,Kirkwood,8442,2020-10-31,614810.0
 Alpine,Kirkwood,8442,2020-09-30,616593.0
 Alpine,Kirkwood,8442,2020-08-31,617910.0
 Alpine,Kirkwood,8442,2020-07-31,617704.0
 Alpine,Kirkwood,8442,2020-06-30,590741.0
 Alpine,Kirkwood,8442,2020-05-31,570804.0
 Alpine,Kirkwood,8442,2020-04-30,599175.0
 Alpine,Kirkwood,8442,2020-03-31,603885.0
 Alpine,Kirkwood,8442,2020-02-29,607450.0
 Alpine,Kirkwood,8442,2020-01-31,610173.0
 Alpine,Kirkwood,8442,2019-12-31,611248.0
 Alpine,Kirkwood,8442,2019-11-30,613476.0
 Orange,Fountain Valley,8384,2020-10-31,906484.0
 Orange,Fountain Valley,8384,2020-09-30,897476.0
 Orange,Fountain Valley,8384,2020-08-31,889615.0
 Orange,Fountain Valley,8384,2020-07-31,879265.0
 Orange,Fountain Valley,8384,2020-06-30,876364.0
 Orange,Fountain Valley,8384,2020-05-31,871650.0
 Orange,Fountain Valley,8384,2020-04-30,868830.0
 Orange,Fountain Valley,8384,2020-03-31,865385.0
 Orange,Fountain Valley,8384,2020-02-29,859873.0
 Orange,Fountain Valley,8384,2020-01-31,854716.0
 Orange,Fountain Valley,8384,2019-12-31,850475.0
 Orange,Fountain Valley,8384,2019-11-30,848367.0
 Butte,Berry Creek,8383,2020-10-31,215477.0
 Butte,Berry Creek,8383,2020-09-30,213300.0
 Butte,Berry Creek,8383,2020-08-31,211187.0
 Butte,Berry Creek,8383,2020-07-31,210289.0
 Butte,Berry Creek,8383,2020-06-30,209905.0
 Butte,Berry Creek,8383,2020-05-31,207766.0
 Butte,Berry Creek,8383,2020-04-30,213313.0
 Butte,Berry Creek,8383,2020-03-31,213558.0
 Butte,Berry Creek,8383,2020-02-29,215007.0
 Butte,Berry Creek,8383,2020-01-31,218046.0
 Butte,Berry Creek,8383,2019-12-31,219641.0
 Butte,Berry Creek,8383,2019-11-30,219581.0
 Mendocino,Albion,8334,2020-10-31,660288.0
 Mendocino,Albion,8334,2020-09-30,654589.0
 Mendocino,Albion,8334,2020-08-31,651078.0
 Mendocino,Albion,8334,2020-07-31,672884.0
 Mendocino,Albion,8334,2020-06-30,623383.0
 Mendocino,Albion,8334,2020-05-31,621411.0
 Mendocino,Albion,8334,2020-04-30,635947.0
 Mendocino,Albion,8334,2020-03-31,634286.0
 Mendocino,Albion,8334,2020-02-29,632288.0
 Mendocino,Albion,8334,2020-01-31,632034.0
 Mendocino,Albion,8334,2019-12-31,634609.0
 Mendocino,Albion,8334,2019-11-30,639038.0
 San Bernardino,Baker,8219,2020-10-31,97229.0
 San Bernardino,Baker,8219,2020-09-30,94648.0
 San Bernardino,Baker,8219,2020-08-31,91799.0
 San Bernardino,Baker,8219,2020-07-31,79723.0
 San Bernardino,Baker,8219,2020-06-30,72938.0
 San Bernardino,Baker,8219,2020-05-31,98449.0
 San Bernardino,Baker,8219,2020-04-30,94364.0
 San Bernardino,Baker,8219,2020-03-31,95748.0
 San Bernardino,Baker,8219,2020-02-29,96693.0
 San Bernardino,Baker,8219,2020-01-31,97493.0
 San Bernardino,Baker,8219,2019-12-31,98040.0
 San Bernardino,Baker,8219,2019-11-30,98519.0
 San Diego,Del Mar,8185,2020-10-31,2760027.0
 San Diego,Del Mar,8185,2020-09-30,2733438.0
 San Diego,Del Mar,8185,2020-08-31,2709355.0
 San Diego,Del Mar,8185,2020-07-31,2704073.0
 San Diego,Del Mar,8185,2020-06-30,2694904.0
 San Diego,Del Mar,8185,2020-05-31,2712924.0
 San Diego,Del Mar,8185,2020-04-30,2702325.0
 San Diego,Del Mar,8185,2020-03-31,2698432.0
 San Diego,Del Mar,8185,2020-02-29,2689762.0
 San Diego,Del Mar,8185,2020-01-31,2677532.0
 San Diego,Del Mar,8185,2019-12-31,2662604.0
 San Diego,Del Mar,8185,2019-11-30,2643090.0
 Sonoma,Cazadero,8113,2020-10-31,568415.0
 Sonoma,Cazadero,8113,2020-09-30,571256.0
 Sonoma,Cazadero,8113,2020-08-31,570596.0
 Sonoma,Cazadero,8113,2020-07-31,562792.0
 Sonoma,Cazadero,8113,2020-06-30,528433.0
 Sonoma,Cazadero,8113,2020-05-31,529546.0
 Sonoma,Cazadero,8113,2020-04-30,529515.0
 Sonoma,Cazadero,8113,2020-03-31,532382.0
 Sonoma,Cazadero,8113,2020-02-29,533901.0
 Sonoma,Cazadero,8113,2020-01-31,531409.0
 Sonoma,Cazadero,8113,2019-12-31,533380.0
 Sonoma,Cazadero,8113,2019-11-30,536217.0
 Humboldt,Carlotta,8087,2020-10-31,392230.0
 Humboldt,Carlotta,8087,2020-09-30,390529.0
 Humboldt,Carlotta,8087,2020-08-31,387787.0
 Humboldt,Carlotta,8087,2020-07-31,304782.0
 Humboldt,Carlotta,8087,2020-06-30,338768.0
 Humboldt,Carlotta,8087,2020-05-31,332648.0
 Humboldt,Carlotta,8087,2020-04-30,332228.0
 Humboldt,Carlotta,8087,2020-03-31,330958.0
 Humboldt,Carlotta,8087,2020-02-29,330747.0
 Humboldt,Carlotta,8087,2020-01-31,330310.0
 Humboldt,Carlotta,8087,2019-12-31,330068.0
 Humboldt,Carlotta,8087,2019-11-30,328776.0
 Mendocino,Yorkville,8041,2020-10-31,561427.0
 Mendocino,Yorkville,8041,2020-09-30,545394.0
 Mendocino,Yorkville,8041,2020-08-31,534559.0
 Mendocino,Yorkville,8041,2020-07-31,696522.0
 Mendocino,Yorkville,8041,2020-06-30,523883.0
 Mendocino,Yorkville,8041,2020-05-31,500437.0
 Mendocino,Yorkville,8041,2020-04-30,514878.0
 Mendocino,Yorkville,8041,2020-03-31,513297.0
 Mendocino,Yorkville,8041,2020-02-29,508764.0
 Mendocino,Yorkville,8041,2020-01-31,507405.0
 Mendocino,Yorkville,8041,2019-12-31,506068.0
 Mendocino,Yorkville,8041,2019-11-30,506440.0
 Yolo,Winters,7981,2020-10-31,476679.0
 Yolo,Winters,7981,2020-09-30,469895.0
 Yolo,Winters,7981,2020-08-31,465718.0
 Yolo,Winters,7981,2020-07-31,460944.0
 Yolo,Winters,7981,2020-06-30,467027.0
 Yolo,Winters,7981,2020-05-31,466680.0
 Yolo,Winters,7981,2020-04-30,466557.0
 Yolo,Winters,7981,2020-03-31,467803.0
 Yolo,Winters,7981,2020-02-29,465561.0
 Yolo,Winters,7981,2020-01-31,460389.0
 Yolo,Winters,7981,2019-12-31,456108.0
 Yolo,Winters,7981,2019-11-30,454377.0
 Siskiyou,Weed,7809,2020-10-31,236007.0
 Siskiyou,Weed,7809,2020-09-30,235082.0
 Siskiyou,Weed,7809,2020-08-31,233692.0
 Siskiyou,Weed,7809,2020-07-31,230290.0
 Siskiyou,Weed,7809,2020-06-30,230898.0
 Siskiyou,Weed,7809,2020-05-31,229945.0
 Siskiyou,Weed,7809,2020-04-30,233919.0
 Siskiyou,Weed,7809,2020-03-31,234314.0
 Siskiyou,Weed,7809,2020-02-29,234501.0
 Siskiyou,Weed,7809,2020-01-31,234612.0
 Siskiyou,Weed,7809,2019-12-31,234623.0
 Siskiyou,Weed,7809,2019-11-30,234597.0
 Santa Cruz,Watsonville,7784,2020-10-31,658843.0
 Santa Cruz,Watsonville,7784,2020-09-30,652475.0
 Santa Cruz,Watsonville,7784,2020-08-31,645498.0
 Santa Cruz,Watsonville,7784,2020-07-31,634414.0
 Santa Cruz,Watsonville,7784,2020-06-30,627094.0
 Santa Cruz,Watsonville,7784,2020-05-31,627091.0
 Santa Cruz,Watsonville,7784,2020-04-30,631865.0
 Santa Cruz,Watsonville,7784,2020-03-31,631783.0
 Santa Cruz,Watsonville,7784,2020-02-29,629721.0
 Santa Cruz,Watsonville,7784,2020-01-31,628242.0
 Santa Cruz,Watsonville,7784,2019-12-31,627276.0
 Santa Cruz,Watsonville,7784,2019-11-30,627841.0
 Stanislaus,Waterford,7777,2020-10-31,325873.0
 Stanislaus,Waterford,7777,2020-09-30,320890.0
 Stanislaus,Waterford,7777,2020-08-31,315570.0
 Stanislaus,Waterford,7777,2020-07-31,310747.0
 Stanislaus,Waterford,7777,2020-06-30,301922.0
 Stanislaus,Waterford,7777,2020-05-31,295939.0
 Stanislaus,Waterford,7777,2020-04-30,296707.0
 Stanislaus,Waterford,7777,2020-03-31,294663.0
 Stanislaus,Waterford,7777,2020-02-29,292774.0
 Stanislaus,Waterford,7777,2020-01-31,290392.0
 Stanislaus,Waterford,7777,2019-12-31,289469.0
 Stanislaus,Waterford,7777,2019-11-30,287669.0
 Calaveras,Valley Springs,7666,2020-10-31,383503.0
 Calaveras,Valley Springs,7666,2020-09-30,379834.0
 Calaveras,Valley Springs,7666,2020-08-31,374986.0
 Calaveras,Valley Springs,7666,2020-07-31,359372.0
